corso_codice;materia_codice;materia_descrizione;url;tipo;docente_codice;docente_nome;lingua;e-learning;componente_id;componente_padre;componente_radice;componente_mutuazione
956;2290;STORIA DELL'ARTE MODERNA (1);;modulo;36013;Benati Daniele;Italiano;;378213;320185;320185;378213
956;2290;STORIA DELL'ARTE MODERNA (2);;modulo;35850;Graziani Irene;;;378214;320185;320185;
956;951;STORIA DELL'ARTE CONTEMPORANEA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320186;;47393;Pinto Roberto;Italiano;;320186;0;320186;
956;956;STORIA DELLA CRITICA D'ARTE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320189;;15264;Pigozzi Marinella;Italiano;;320189;0;320189;320189
956;8776;PSICOLOGIA DELL'ARTE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320191;;15178;Ferrari Stefano;Italiano;;320191;0;320191;
956;11213;SEMIOTICA DELL'ARTE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320192;;31743;Corrain Lucia;Italiano;;320192;0;320192;
956;562;LETTERATURA ITALIANA;;;;;;;320194;0;320194;
956;2609;LETTERATURA ITALIANA CONTEMPORANEA;;;;;;;320195;0;320195;
956;27110;STORIA DELLA REGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320196;;91667;Mei Silvia;Italiano;;320196;0;320196;
956;3529;METODOLOGIA DELLA CRITICA DELLE ARTI;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320211;;50761;Costa Sandra;Italiano;;320211;0;320211;
956;354;FILMOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320221;;30925;Canosa Michele;Italiano;;320221;0;320221;
956;12838;STORIA DEL CINEMA ITALIANO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320222;;34627;Manzoli Giacomo;Italiano;;320222;0;320222;
956;41822;CINEMATOGRAFIA DOCUMENTARIA E SPERIMENTALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320223;;34627;Manzoli Giacomo;Italiano;;320223;0;320223;
956;11661;TEORIA E TECNICA DEI NUOVI MEDIA (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320224;;32315;Pescatore Guglielmo;Italiano;;320224;0;320224;320224
956;3527;ETNOMUSICOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320227;;30456;Staiti Domenico;Italiano;;320227;0;320227;
956;27112;STORIA DELLA MUSICA I: MEDIOEVO E RINASCIMENTO (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320229;;31097;Ruini Cesarino;Italiano;;320229;0;320229;
956;10877;DRAMMATURGIA MUSICALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320230;;34867;Beghelli Marco;Italiano;;320230;0;320230;320230
956;37087;STORIA DELLA MUSICA IV: '900 (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320231;;32744;Cecchi Paolo;Italiano;;320231;0;320231;
956;27114;SCENOGRAFIA: ELEMENTI, TEORIA, STORIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320233;;36858;Tamburini Elena;Italiano;;320233;0;320233;
956;27117;ORGANIZZAZIONE DELLO SPAZIO TEATRALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320236;;34056;Rubbi Valeria;Italiano;;320236;0;320236;
956;27118;PROMOZIONE E INFORMAZIONE TEATRALE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320237;;47027;Ossicini Charlotte;Italiano;;320237;0;320237;
956;27123;LINGUA E TRADUZIONE INGLESE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320243;;15576;Notini Sylvia;Inglese;;320243;0;320243;367534
956;27124;LINGUA E TRADUZIONE FRANCESE (1);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320244;;42228;Regattin Fabio;Francese;;320244;0;320244;367539
956;345;ESTETICA;;;;;;;320247;0;320247;
956;45;ANTROPOLOGIA CULTURALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320248;;39171;Natali Cristiana;Italiano;;320248;0;320248;
956;45;ANTROPOLOGIA CULTURALE (1);;modulo;39171;Natali Cristiana;Italiano;;368603;320248;320248;368603
956;45;ANTROPOLOGIA CULTURALE (2);;modulo;38908;Mangiameli Gaetano;;;368604;320248;320248;368604
956;4336;SEMIOTICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/320251;;33925;Marsciani Francesco;Italiano;;320251;0;320251;
