corso_codice;materia_codice;materia_descrizione;url;tipo;docente_codice;docente_nome;lingua;e-learning;componente_id;componente_padre;componente_radice;componente_mutuazione
659;71798;DIRITTO DELL'UNIONE EUROPEA (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388670;;40703;Casolari Federico;Italiano;;388670;0;388670;378917
659;71796;DIRITTO PENALE (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388674;;15236;Mazzacuva Nicola;Italiano;;388674;0;388674;409647
659;35648;DIRITTO PROCESSUALE CIVILE E ORDINAMENTO GIUDIZIARIO FRANCESE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388683;;15854;Biavati Paolo;Italiano;;388683;0;388683;
659;35648;DIRITTO PROCESSUALE CIVILE E ORDINAMENTO GIUDIZIARIO FRANCESE (1);;modulo;15854;Biavati Paolo;Italiano;;388686;388683;388683;334020
659;35648;DIRITTO PROCESSUALE CIVILE E ORDINAMENTO GIUDIZIARIO FRANCESE (2);;modulo;87653;Guerin Bargues Cecile;;;388687;388683;388683;
659;35648;DIRITTO PROCESSUALE CIVILE E ORDINAMENTO GIUDIZIARIO FRANCESE (3);;modulo;;;;;388688;388683;388683;
659;73950;STORIA DEL DIRITTO MODERNO E CONTEMPORANEO (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388693;;39072;Cavina Marco;Italiano;;388693;0;388693;312977
659;73951;FONDAMENTI ROMANISTICI DEL DIRITTO EUROPEO (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388694;;37627;Mattioli Fabiana;Italiano;;388694;0;388694;206938
659;73955;DIRITTO AMMINISTRATIVO II (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388698;;14638;Mastragostino Franco;Italiano;;388698;0;388698;401289
659;73956;PROCEDURA PENALE II (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388701;;34214;Vicoli Daniele;Italiano;;388701;0;388701;383395
659;73957;DIRITTO TRIBUTARIO (F);http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388702;;14309;Di Pietro Adriano;Italiano;;388702;0;388702;342351
659;74764;DIRITTO PRIVATO;;;;;;;390957;0;390957;
659;74764;DIRITTO PRIVATO (A-C) (1);;modulo;15651;Sesta Michele;Italiano;;414653;394549;390957;
659;74764;DIRITTO PRIVATO (A-C) (2);;modulo;35868;Campione Riccardo;;;414654;394549;390957;
659;74764;DIRITTO PRIVATO (R-Z) (1);;modulo;31438;Finocchiaro Giusella Dolores;Italiano;;394553;394550;390957;
659;74764;DIRITTO PRIVATO (R-Z) (2);;modulo;40545;Spangaro Alessandra;;;394554;394550;390957;
659;74765;DIRITTO CIVILE;;;;;;;390958;0;390958;
659;74765;DIRITTO CIVILE (A-C) (1);;modulo;15907;Franzoni Massimo;Italiano;;394543;394539;390958;
659;74765;DIRITTO CIVILE (A-C) (2);;modulo;36594;Riccio Angelo;;;394544;394539;390958;
659;74765;DIRITTO CIVILE (D-L) (1);;modulo;32192;Balestra Luigi;Italiano;;394546;394540;390958;
659;74765;DIRITTO CIVILE (D-L) (2);;modulo;34324;Grazzini Barbara;;;394547;394540;390958;
659;74765;DIRITTO CIVILE (M-Q) (1);;modulo;36954;Al Mureden Enrico;Italiano;;394558;394545;390958;
659;74765;DIRITTO CIVILE (M-Q) (2);;modulo;37607;Martino Marco;;;394559;394545;390958;
659;74765;DIRITTO CIVILE (M-Q) (3);;modulo;40545;Spangaro Alessandra;;;415000;394545;390958;
