corso_codice;materia_codice;materia_descrizione;url;tipo;docente_codice;docente_nome;lingua;e-learning;componente_id;componente_padre;componente_radice;componente_mutuazione
8015;72826;SISMOLOGIA (2);;modulo;41388;Lolli Barbara;;;394819;385134;385134;
8015;55374;GEOARCHEOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/385137;;23901;Cremonini Stefano;Italiano;;385137;0;385137;385137
8015;72827;GEOLOGIA DELLE GRANDI OPERE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/385138;;48069;Mattioli Matteo;Italiano;;385138;0;385138;
8015;5012;COMPLEMENTI DI MATEMATICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/385139;;14293;Desalvo Fausto;Italiano;;385139;0;385139;
8015;74500;LABORATORIO DI PALEONTOLOGIA DEI VERTEBRATI;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/390684;;45508;Fanti Federico;Italiano;;390684;0;390684;
8015;74697;CAMPO GEOLOGICO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/390883;;15111;Bargossi Giuseppe Maria;Italiano;;390883;0;390883;
8015;74697;CAMPO GEOLOGICO (1);;modulo;15111;Bargossi Giuseppe Maria;Italiano;;413152;390883;390883;
8015;74697;CAMPO GEOLOGICO (2);;modulo;40762;Braga Roberto;;;413153;390883;390883;
8015;74697;CAMPO GEOLOGICO (3);;modulo;16619;Gasparotto Giorgio;;;413154;390883;390883;
8015;74831;GEOLOGIA APPLICATA E IDROGEOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/391032;;32823;Simoni Alessandro;Italiano;;391032;0;391032;
8015;74831;GEOLOGIA APPLICATA E IDROGEOLOGIA (1);;modulo;32823;Simoni Alessandro;Italiano;;415001;391032;391032;
8015;74831;GEOLOGIA APPLICATA E IDROGEOLOGIA (2);;modulo;41262;Gargini Alessandro;;;415002;391032;391032;
8015;75515;LABORATORIO PER LA INFORMAZIONE E FORMAZIONE SULLA SICUREZZA IN ATTIVITA' DI CAMPO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/391963;;31716;Cantelli Luigi;Italiano;;391963;0;391963;
8015;75516;VULCANOLOGIA E RILEVAMENTO DEL VULCANICO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/391964;;39889;Lucchi Federico;Italiano;;391964;0;391964;
8015;75516;VULCANOLOGIA E RILEVAMENTO DEL VULCANICO (1);;modulo;39889;Lucchi Federico;Italiano;;413146;391964;391964;
8015;75516;VULCANOLOGIA E RILEVAMENTO DEL VULCANICO (2);;modulo;30135;Tranne Claudio Antonio;;;413147;391964;391964;
8015;74695;GEOGRAFIA E GEOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/413713;;30344;Romagnoli Claudia;Italiano;;413713;0;413713;
8015;74695;GEOGRAFIA E GEOLOGIA (1);;modulo;30344;Romagnoli Claudia;Italiano;;413714;413713;413713;
8015;74695;GEOGRAFIA E GEOLOGIA (2);;modulo;15940;Spalletta Claudia;;;413715;413713;413713;
8015;74695;GEOGRAFIA E GEOLOGIA (3);;modulo;31716;Cantelli Luigi;;;413716;413713;413713;
8015;35606;LABORATORIO DI PALEOECOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/419261;;35267;Scarponi Daniele;Italiano;;419261;0;419261;419261
8015;6331;GEOLOGIA STORICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/420384;;15940;Spalletta Claudia;Italiano;;420384;0;420384;
8015;84030;INDAGINI SCIENTIFICHE E RICERCA IN AMBITO PROCESSUALE;;;;;;;420892;0;420892;
8016;27836;BIOLOGIA (C.I.);;;;;;;322701;0;322701;
8016;13520;BIOLOGIA ANIMALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322703;modulo;42782;Ghiselli Fabrizio;Italiano;;322703;322701;322701;
8016;12818;BIOLOGIA VEGETALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322704;modulo;34866;Tassoni Annalisa;Italiano;;322704;322701;322701;
8016;405;FISICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322723;;30383;Cavalcoli Daniela;Italiano;;322723;0;322723;
8016;455;GEOGRAFIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322724;;39871;De Waele Jo Hilaire Agnes;Italiano;;322724;0;322724;
8016;722;MINERALOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322904;;23800;Valdr?¿ Giovanni;Italiano;;322904;0;322904;
8016;1215;ZOOLOGIA SISTEMATICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322906;;39579;Passamonti Marco;Italiano;;322906;0;322906;
8016;464;GEOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322918;;15955;Venturini Corrado;Italiano;;322918;0;322918;
8016;799;PETROGRAFIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322926;;40762;Braga Roberto;Italiano;;322926;0;322926;
8016;799;PETROGRAFIA (1);;modulo;40762;Braga Roberto;Italiano;;389574;322926;322926;389574
8016;799;PETROGRAFIA (2);;modulo;15111;Bargossi Giuseppe Maria;;;389575;322926;322926;
8016;44;ANTROPOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322928;;15005;Pettener Davide;Italiano;;322928;0;322928;
8016;443;FISIOLOGIA GENERALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322938;;24181;Virgili Marco;Italiano;;322938;0;322938;
8016;57;ASTRONOMIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322954;;14909;Bonoli Fabrizio;Italiano;;322954;0;322954;
8016;8632;ECOLOGIA UMANA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322963;;15005;Pettener Davide;Italiano;;322963;0;322963;324510
8016;1257;ETOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322966;;30350;Vallisneri Maria;Italiano;;322966;0;322966;
8016;27959;MALACOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322984;;24226;Bonfitto Antonio;Italiano;;322984;0;322984;
8016;27959;MALACOLOGIA (1);;modulo;24226;Bonfitto Antonio;Italiano;;418705;322984;322984;
8016;27959;MALACOLOGIA (2);;modulo;39579;Passamonti Marco;;;418706;322984;322984;
8016;10678;MUSEOLOGIA NATURALISTICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322990;;39579;Passamonti Marco;Italiano;;322990;0;322990;
8016;4328;PALEOANTROPOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/322992;;24276;Belcastro Maria Giovanna;Italiano;;322992;0;322992;322992
8016;26338;IDONEITA' LINGUA INGLESE B - 1;;;;;;;323232;0;323232;370034
8016;37930;EVOLUZIONE BIOLOGICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/354101;;39579;Passamonti Marco;Italiano;;354101;0;354101;
8016;2621;ENTOMOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/357224;;912396;Marini Mario;Italiano;;357224;0;357224;
8016;12783;MATEMATICA, STATISTICA E INFORMATICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362401;;30588;Achilles Hans Joachim Rudiger;Italiano;;362401;0;362401;
8016;12783;MATEMATICA, STATISTICA E INFORMATICA (1);;modulo;30588;Achilles Hans Joachim Rudiger;Italiano;;384808;362401;362401;
8016;12783;MATEMATICA, STATISTICA E INFORMATICA (3);;modulo;;;;e-learning;426590;362401;362401;
8016;12783;MATEMATICA, STATISTICA E INFORMATICA (2);;modulo;47345;Plazzi Federico;;;386621;362401;362401;
8016;43049;CHIMICA GENERALE E INORGANICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362402;;16869;Monari Magda;Italiano;;362402;0;362402;
8016;55393;CHIMICA ORGANICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362403;;33306;Bandini Marco;Italiano;;362403;0;362403;
8016;56286;GEOMORFOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362481;;23901;Cremonini Stefano;Italiano;;362481;0;362481;
8016;38836;GENETICA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362482;;23807;Del Re Brunella;Italiano;;362482;0;362482;
8016;56287;DIVERSITA' VEGETALE E FITOGEOGRAFIA (C.I.);;;;;;;362483;0;362483;
8016;56289;FILOGENESI VEGETALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362484;modulo;16846;Conte Lucia;Italiano;;362484;362483;362483;
8016;56293;FITOGEOGRAFIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362485;modulo;85769;Nascimbene Juri;Italiano;;362485;362483;362483;
8016;35109;PALEONTOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362487;;30319;Barbieri Roberto;Italiano;;362487;0;362487;
8016;56295;CAMPO NATURALISTICO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362490;;15955;Venturini Corrado;Italiano;;362490;0;362490;
8016;56295;CAMPO NATURALISTICO (1);;modulo;15955;Venturini Corrado;Italiano;;401493;362490;362490;
8016;56295;CAMPO NATURALISTICO (2);;modulo;24226;Bonfitto Antonio;;;401494;362490;362490;
8016;56295;CAMPO NATURALISTICO (3);;modulo;51133;Chiarucci Alessandro;;;401495;362490;362490;
8016;59020;ECOLOGIA E CONSERVAZIONE DELLA NATURA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362812;;32825;Airoldi Laura;Italiano;;362812;0;362812;
8016;24630;DIRITTO DELL'AMBIENTE E DEL GOVERNO DEL TERRITORIO;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362814;;;;Italiano;;362814;0;362814;
8016;59026;ANATOMIA COMPARATA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362816;;31011;Alibardi Lorenzo;;;362816;0;362816;
8016;59157;PIANTE, AMBIENTE E SOCIETA';http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/362821;;34866;Tassoni Annalisa;Italiano;;362821;0;362821;
8016;72691;LA VEGETAZIONE ITALIANA COME INDICATORE AMBIENTALE;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/384818;;51133;Chiarucci Alessandro;Italiano;;384818;0;384818;
8016;758;PALEONTOLOGIA DEI VERTEBRATI;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/388354;;45508;Fanti Federico;Italiano;;388354;0;388354;
8016;44921;ASTROBIOLOGIA;http://www.unibo.it/it/didattica/insegnamenti/insegnamento/2016/394254;;43786;Cavalazzi Barbara;Italiano;;394254;0;394254;
8016;44921;ASTROBIOLOGIA (1);;modulo;43786;Cavalazzi Barbara;Italiano;;395292;394254;394254;395292
8016;44921;ASTROBIOLOGIA (2);;modulo;50249;Orosei Roberto;;;395293;394254;394254;395293
